1_ortho;4_cgram;5_genre
goupiller;VER;
goupilles;NOM;f
goupilles;VER;
goupillon;NOM;m
goupillons;NOM;m
goupillé;VER;m
goupillée;VER;f
gour;NOM;m
goura;NOM;m
gouraient;VER;
gourais;VER;
gourait;VER;
gourance;NOM;f
gourances;NOM;f
gourbi;NOM;m
gourbis;NOM;m
gourd;ADJ;m
gourde;ADJ;m
gourde;NOM;f
gourdes;NOM;f
gourdes;ADJ;f
gourdes;NOM;f
gourdin;NOM;m
gourdins;NOM;m
gourds;ADJ;m
goure;VER;
gourent;VER;
gourer;VER;
gourerait;VER;
goures;VER;
gourez;VER;
gourgandine;NOM;f
gourgandines;NOM;f
gourmand;ADJ;m
gourmand;NOM;m
gourmandai;VER;
gourmandais;VER;
gourmandait;VER;
gourmandant;VER;
gourmande;ADJ;f
gourmande;NOM;f
gourmande;VER;
gourmandement;ADV;
gourmandent;VER;
gourmander;VER;
gourmandes;ADJ;f
gourmandes;NOM;f
gourmandise;NOM;f
gourmandises;NOM;f
gourmands;ADJ;m
gourmands;NOM;m
gourmandé;VER;m
gourme;NOM;f
gourmet;NOM;m
gourmets;NOM;m
gourmette;NOM;f
gourmettes;NOM;f
gourmé;VER;m
gourmé;ADJ;m
gourmée;ADJ;f
gourmés;ADJ;m
gourou;NOM;m
gourous;NOM;m
gours;NOM;m
gouré;VER;m
gourée;VER;f
gourées;VER;f
gourés;VER;m
gousse;NOM;f
gousses;NOM;f
gousset;NOM;m
goussets;NOM;m
gouttait;VER;
gouttant;VER;
goutte;ADV;
goutte;NOM;f
goutte;VER;
gouttelaient;VER;
gouttelait;VER;
gouttelette;NOM;f
gouttelettes;NOM;f
goutter;VER;
gouttera;VER;
goutterais;VER;
gouttereau;ADJ;m
gouttereaux;ADJ;m
gouttes;NOM;f
gouttes;VER;
goutteuse;NOM;f
goutteuse;ADJ;f
goutteuses;ADJ;f
goutteux;ADJ;m
goutteux;NOM;m
gouttière;NOM;f
gouttières;NOM;f
gouvernable;ADJ;
gouvernaient;VER;
gouvernail;NOM;m
gouvernails;NOM;m
gouvernait;VER;
gouvernance;NOM;f
gouvernant;ADJ;m
gouvernant;NOM;m
gouvernant;VER;
gouvernante;NOM;f
gouvernantes;NOM;f
gouvernants;ADJ;m
gouvernants;NOM;m
gouverne;NOM;f
gouverne;VER;
gouvernement;NOM;m
gouvernemental;ADJ;m
gouvernementale;ADJ;f
gouvernementales;ADJ;f
gouvernementaux;ADJ;m
gouvernements;NOM;m
gouvernent;VER;
gouverner;VER;
gouvernera;VER;
gouvernerai;VER;
gouvernerait;VER;
gouverneras;VER;
gouvernerez;VER;
gouvernerons;VER;
gouverneront;VER;
gouvernes;NOM;f
gouvernes;VER;
gouverneur;NOM;m
gouverneurs;NOM;m
gouvernez;VER;
gouverniez;VER;
gouvernorat;NOM;m
gouvernorats;NOM;m
gouvernât;VER;
gouverné;VER;m
gouvernée;VER;f
gouvernés;VER;m
gouvernés;NOM;m
gouzi-gouzi;NOM;m
goy;ADJ;m
goy;NOM;m
goyave;NOM;f
goyesque;NOM;
goyesques;NOM;
goéland;NOM;m
goélands;NOM;m
goélette;NOM;f
goélettes;NOM;f
goémon;NOM;m
goémons;NOM;m
goétie;NOM;f
goût;NOM;m
goûta;VER;
goûtables;ADJ;m
goûtai;VER;
goûtaient;VER;
goûtais;VER;
goûtait;VER;
goûtant;VER;
goûte;VER;
goûtent;VER;
goûter;NOM;m
goûter;VER;
goûtera;VER;
goûterai;VER;
goûterais;VER;
goûterait;VER;
goûteras;VER;
goûterez;VER;
goûterons;VER;
goûteront;VER;
goûters;NOM;m
goûtes;VER;
goûteur;NOM;m
goûteuse;NOM;f
goûteuse;ADJ;f
goûteuses;ADJ;f
goûteux;ADJ;m
goûtez;VER;
goûtiez;VER;
goûtions;VER;
goûtons;VER;
goûts;NOM;m
goûtâmes;VER;
goûtèrent;VER;
goûté;VER;m
goûtée;VER;f
goûtées;VER;f
goûtés;VER;m
graal;NOM;m
grabat;NOM;m
grabataire;ADJ;
grabataire;NOM;
grabataires;ADJ;m
grabataires;NOM;
grabats;NOM;m
graben;NOM;m
grabuge;NOM;m
gracia;VER;
graciai;VER;
gracias;VER;
gracie;VER;
gracier;VER;
graciera;VER;
gracierai;VER;
gracieras;VER;
gracieuse;ADJ;f
gracieusement;ADV;
gracieuses;ADJ;f
gracieuseté;NOM;f
gracieusetés;NOM;f
gracieusé;ADJ;m
gracieux;ADJ;m
graciez;VER;
gracile;ADJ;
graciles;ADJ;f
gracilité;NOM;f
graciât;VER;
gracié;VER;m
gracié;ADJ;m
graciée;VER;f
graciés;VER;m
graciés;ADJ;m
gradaille;NOM;f
gradation;NOM;f
gradations;NOM;f
grade;NOM;m
grader;NOM;m
grades;NOM;m
gradient;NOM;m
gradients;NOM;m
gradin;NOM;m
gradins;NOM;m
graduation;NOM;f
graduations;NOM;f
graduel;ADJ;m
graduelle;ADJ;f
graduellement;ADV;
graduer;VER;
gradus;NOM;m
gradué;VER;m
gradué;ADJ;m
graduée;VER;f
graduée;ADJ;f
graduées;VER;f
graduées;ADJ;f
gradués;VER;m
gradués;NOM;m
gradé;ADJ;m
gradé;NOM;m
gradée;ADJ;f
gradés;ADJ;m
gradés;NOM;m
graff;NOM;m
graffeur;NOM;m
graffita;VER;
graffiter;VER;
graffiteur;NOM;m
graffiteurs;NOM;m
graffiti;NOM;m
graffitis;NOM;m
graffito;NOM;m
graffité;VER;m
grafigner;VER;
graillant;VER;
graille;VER;
grailler;VER;
graillon;NOM;m
graillonna;VER;
graillonnait;VER;
graillonnant;ADJ;m
graillonne;VER;
graillonnements;NOM;m
graillonneuse;NOM;f
graillonneuses;NOM;f
graillonneux;ADJ;m
graillons;NOM;m
graillé;VER;m
graillée;VER;f
grain;NOM;m
graine;NOM;f
grainer;VER;
graines;NOM;f
graineterie;NOM;f
grainetier;ADJ;m
grainetier;NOM;m
grainetiers;ADJ;m
grainetiers;NOM;m
grains;NOM;m
grainé;VER;m
graissa;VER;
graissage;NOM;m
graissages;NOM;m
graissait;VER;
graissant;VER;
graisse;NOM;f
graisse;VER;
graissent;VER;
graisser;VER;
graissera;VER;
graisserai;VER;
graisses;NOM;f
graisses;VER;
graisseur;ADJ;m
graisseuse;ADJ;f
graisseuses;ADJ;f
graisseux;ADJ;m
graissez;VER;
graissât;VER;
graissé;VER;m
graissé;ADJ;m
graissée;VER;f
graissée;ADJ;f
graissées;VER;f
graissées;ADJ;f
graissés;VER;m
graissés;ADJ;m
gram;NOM;m
gramen;NOM;m
gramens;NOM;m
graminée;NOM;f
graminées;NOM;f
grammage;NOM;m
grammages;NOM;m
grammaire;NOM;f
grammaires;NOM;f
grammairien;NOM;m
grammairienne;NOM;f
grammairiennes;NOM;f
grammairiens;NOM;m
grammatical;ADJ;m
grammaticale;ADJ;f
grammaticalement;ADV;
grammaticales;ADJ;f
grammaticaux;ADJ;m
gramme;NOM;m
grammer;VER;
grammes;NOM;m
gramophone;NOM;m
gramophones;NOM;m
grana;NOM;m
granas;NOM;m
grand;ADJ;m
grand;ADV;
grand;NOM;m
grand-angle;NOM;m
grand-chose;PRO:ind;m
grand-duc;NOM;m
grand-ducale;ADJ;f
grand-duché;NOM;m
grand-faim;ADV;
grand-guignol;NOM;m
grand-guignolesque;ADJ;
grand-hâte;ADV;
grand-hôtel;NOM;m
grand-maman;NOM;f
grand-maître;NOM;m
grand-messe;NOM;f
grand-mère;NOM;f
grand-mères;NOM;f
grand-neige;NOM;m
grand-officier;NOM;m
grand-oncle;NOM;m
grand-papa;NOM;m
grand-peine;ADV;
grand-peur;ADV;
grand-place;NOM;f
grand-prêtre;ADJ;m
grand-prêtre;NOM;m
grand-père;NOM;m
grand-quartier;ADJ;m
grand-quartier;NOM;m
grand-route;NOM;f
grand-routes;NOM;f
grand-rue;NOM;f
grand-salle;NOM;f
grand-tante;NOM;f
grand-tantes;NOM;f
grand-vergue;NOM;f
grand-voile;NOM;f
grande;ADJ;f
grande;NOM;f
grande-duchesse;NOM;f
grandement;ADV;
grandes;ADJ;f
grandes;NOM;f
grandes-duchesses;NOM;f
grandesse;NOM;f
grandet;ADJ;m
grandeur;NOM;f
grandeurs;NOM;f
grandi;VER;m
grandie;VER;f
grandiloque;ADJ;m
grandiloquence;NOM;f
grandiloquent;ADJ;m
grandiloquente;ADJ;f
grandiloquentes;ADJ;f
grandiloquents;ADJ;m
grandiose;ADJ;
grandiosement;ADV;
grandioses;ADJ;
grandir;VER;
grandira;VER;
grandirai;VER;
grandiraient;VER;
grandirais;VER;
grandirait;VER;
grandiras;VER;
grandirent;VER;
grandirez;VER;
grandiriez;VER;
grandirons;VER;
grandiront;VER;
grandis;VER;m
grandissaient;VER;
grandissais;VER;
grandissait;VER;
grandissant;VER;
grandissant;ADJ;m
grandissante;ADJ;f
grandissantes;ADJ;f
grandissants;ADJ;m
grandisse;VER;
grandissement;NOM;m
grandissent;VER;
grandisses;VER;
grandissez;VER;
grandissime;ADJ;
grandissions;VER;
grandissons;VER;
grandit;VER;
grands;ADJ;m
grands;NOM;m
grands-croix;NOM;m
grands-ducs;NOM;m
grands-mères;NOM;f
grands-oncles;NOM;m
grands-parents;NOM;m
grands-pères;NOM;m
grands-tantes;NOM;f
grandît;VER;
grange;NOM;f
granges;NOM;f
grangette;NOM;f
granit;NOM;m
granita;VER;
granite;NOM;m
granitique;ADJ;
granitiques;ADJ;
granito;NOM;m
granits;NOM;m
granité;NOM;m
granitée;VER;f
granités;ADJ;m
granités;NOM;m
granulaire;ADJ;m
granulait;VER;
granulation;NOM;f
granulations;NOM;f
granule;VER;
granules;NOM;m
granuleuse;ADJ;f
granuleuses;ADJ;f
granuleux;ADJ;m
granulie;NOM;f
granulome;NOM;m
granulé;ADJ;m
granulé;NOM;m
granulée;VER;f
granulés;ADJ;m
granulés;NOM;m
grape-fruit;NOM;m
graphe;NOM;m
graphes;NOM;m
graphie;NOM;f
graphies;NOM;f
graphique;ADJ;
graphique;NOM;
graphiques;ADJ;
graphiques;NOM;
graphisme;NOM;m
graphismes;NOM;m
graphiste;NOM;
graphite;NOM;m
graphites;NOM;m
graphologie;NOM;f
graphologique;ADJ;m
graphologue;NOM;
graphologues;NOM;
graphomane;NOM;
graphomanes;NOM;
graphomanie;NOM;f
graphomètre;NOM;m
graphophone;NOM;m
grappa;NOM;f
grappe;NOM;f
grappes;NOM;f
grappillage;NOM;m
grappillais;VER;
grappillait;VER;
grappillent;VER;
grappiller;VER;
grappilleur;NOM;m
grappillon;NOM;m
grappillons;NOM;m
grappillé;VER;m
grappillées;VER;f
grappin;NOM;m
grappins;NOM;m
gras;ADJ;m
gras;ADV;
gras;NOM;m
gras-double;NOM;m
gras-doubles;NOM;m
grasse;ADJ;f
grassement;ADV;
grasses;ADJ;f
grasseya;VER;
grasseyait;VER;
grasseyant;ADJ;m
grasseyant;VER;
grasseyante;ADJ;f
grasseyement;NOM;m
grasseyements;NOM;m
grasseyer;VER;
grasseyé;VER;m
grassouillet;ADJ;m
grassouillets;ADJ;m
grassouillette;ADJ;f
grassouillettes;ADJ;f
gratifia;VER;
gratifiaient;VER;
gratifiait;VER;
gratifiant;ADJ;m
gratifiant;VER;
gratifiante;ADJ;f
gratification;NOM;f
gratifications;NOM;f
gratifie;VER;
gratifier;VER;
gratifierait;VER;
gratifies;VER;
gratifiez;VER;
gratifièrent;VER;
gratifié;VER;m
gratifiée;VER;f
gratifiés;VER;m
gratin;NOM;m
gratiner;VER;
gratins;NOM;m
gratiné;VER;m
gratiné;ADJ;m
gratinée;VER;f
gratinée;NOM;f
gratinées;VER;f
gratinés;VER;m
gratinés;ADJ;m
gratis;ADV;
gratis pro deo;ADV;
gratitude;NOM;f
gratitudes;NOM;f
gratos;ADV;
gratouillait;VER;
gratouillant;VER;
gratouille;VER;
gratouillerait;VER;
gratouillis;NOM;m
gratta;VER;
grattage;NOM;m
grattages;NOM;m
grattai;VER;
grattaient;VER;
grattais;VER;
grattait;VER;
grattant;ADJ;m
grattant;VER;
gratte;NOM;f
gratte;VER;
gratte-ciel;NOM;m
gratte-ciels;NOM;m
gratte-cul;NOM;m
gratte-dos;NOM;m
gratte-papier;NOM;m
gratte-papiers;NOM;m
gratte-pieds;NOM;m
grattement;NOM;m
grattements;NOM;m
grattent;VER;
gratter;VER;
grattera;VER;
gratterai;VER;
gratteraient;VER;
gratterait;VER;
gratterez;VER;
gratterons;NOM;m
grattes;NOM;f
grattes;VER;
gratteur;NOM;m
gratteurs;NOM;m
grattez;VER;
grattoir;NOM;m
grattoirs;NOM;m
grattons;VER;
grattons;NOM;m
grattouillant;VER;
grattouillent;VER;
grattouiller;VER;
grattouilles;VER;
grattouillis;NOM;m
grattouillé;VER;m
gratture;NOM;f
grattât;VER;
gratté;VER;m
grattée;VER;f
grattées;VER;f
grattés;VER;m
gratuit;ADJ;m
gratuite;ADJ;f
gratuitement;ADV;
gratuites;ADJ;f
gratuits;ADJ;m
gratuité;NOM;f
grau;NOM;m
grava;VER;
gravai;VER;
gravaient;VER;
gravais;VER;
gravait;VER;
gravant;VER;
gravats;NOM;m
grave;ADJ;
grave;NOM;
grave;VER;
graveleuse;ADJ;f
graveleuses;ADJ;f
graveleux;ADJ;m
gravelle;NOM;f
gravelles;NOM;f
gravelé;VER;m
gravelés;VER;m
gravement;ADV;
gravent;VER;
graver;VER;
graveraient;VER;
graverais;VER;
graverait;VER;
graves;ADJ;
graves;NOM;
graves;VER;
graveur;NOM;m
graveurs;NOM;m
gravez;VER;
gravi;VER;m
gravide;ADJ;
gravidité;NOM;f
gravie;VER;f
gravier;NOM;m
graviers;NOM;m
gravies;VER;f
gravillon;NOM;m
gravillonnée;VER;f
gravillonnées;VER;f
gravillons;NOM;m
gravir;VER;
gravirai;VER;
gravirait;VER;
gravirent;VER;
gravirons;VER;
gravis;VER;m
gravissaient;VER;
gravissais;VER;
gravissait;VER;
gravissant;VER;
gravisse;VER;
gravissent;VER;
gravissime;ADJ;f
gravissimes;ADJ;
gravissions;VER;
gravissons;VER;
gravit;VER;
gravitaient;VER;
gravitait;VER;
gravitant;VER;
gravitation;NOM;f
gravitationnel;ADJ;m
gravitationnelle;ADJ;f
gravitationnelles;ADJ;f
gravitationnels;ADJ;m
gravite;VER;
graviter;VER;
gravitons;VER;
gravitons;NOM;m
gravité;VER;m
gravité;NOM;f
gravières;NOM;f
gravons;VER;
gravos;ADJ;m
gravos;NOM;m
gravosse;NOM;f
gravosses;NOM;f
gravure;NOM;f
gravures;NOM;f
gravât;VER;
gravèrent;VER;
gravé;VER;m
gravé;ADJ;m
gravée;VER;f
gravée;ADJ;f
gravées;VER;f
gravées;ADJ;f
gravés;VER;m
gravés;ADJ;m
gray;NOM;m
grays;NOM;m
grec;ADJ;m
grec;NOM;m
grecque;ADJ;f
grecque;NOM;f
grecques;ADJ;f
grecques;NOM;f
grecs;ADJ;m
grecs;NOM;m
gredin;NOM;m
gredine;NOM;f
gredins;NOM;m
green;NOM;m
greens;NOM;m
greffage;NOM;m
greffaient;VER;
greffais;VER;
greffait;VER;
greffant;VER;
greffe;ADJ;m
greffe;NOM;
greffe;VER;
greffent;VER;
greffer;VER;
greffera;VER;
grefferais;VER;
grefferons;VER;
grefferont;VER;
greffes;ADJ;m
greffes;NOM;
greffier;NOM;m
greffiers;NOM;m
greffière;NOM;f
greffon;NOM;m
greffons;NOM;m
greffé;VER;m
greffé;ADJ;m
greffé;NOM;m
greffée;VER;f
greffée;ADJ;f
greffées;VER;f
greffées;NOM;f
greffés;VER;m
greffés;ADJ;m
greffés;NOM;m
grelot;NOM;m
grelots;NOM;m
grelotta;VER;
grelottaient;VER;
grelottais;VER;
grelottait;VER;
grelottant;ADJ;m
grelottant;VER;
grelottante;ADJ;f
grelottantes;ADJ;f
grelottants;ADJ;m
grelotte;VER;
grelottement;NOM;m
grelottements;NOM;m
grelottent;VER;
grelotter;VER;
grelottes;VER;
grelotteux;NOM;m
grelottions;VER;
grelottons;VER;
grelottèrent;VER;
grelotté;VER;m
grelottée;VER;f
greluche;NOM;f
greluches;NOM;f
greluchon;NOM;m
grenache;NOM;m
grenadage;NOM;m
grenade;NOM;f
grenader;VER;
grenades;NOM;f
grenadeur;NOM;m
grenadier;NOM;m
grenadiers;NOM;m
grenadine;ADJ;f
grenadine;NOM;f
grenadines;NOM;f
grenadé;VER;m
grenaille;NOM;f
grenailles;NOM;f
grenat;ADJ;
grenat;NOM;m
grenats;NOM;m
grenelle;VER;
greneta;VER;
greneuse;NOM;f
grenier;NOM;m
greniers;NOM;m
grenoblois;ADJ;m
grenoblois;NOM;m
grenouillage;NOM;m
grenouillait;VER;
grenouillard;ADJ;m
grenouillard;NOM;m
grenouille;NOM;f
grenouille-taureau;NOM;f
grenouilles;NOM;f
grenouillettes;NOM;f
grenouillère;NOM;f
grenouillères;NOM;f
grenu;ADJ;m
grenue;ADJ;f
grenues;ADJ;f
grenures;NOM;f
grenus;ADJ;m
grené;VER;m
grenée;VER;f
grenées;VER;f
gressin;NOM;m
gressins;NOM;m
gretchen;NOM;f
gretchens;NOM;f
grevaient;VER;
grever;VER;
grevé;VER;m
grevée;VER;f
grevés;VER;m
gri-gri;NOM;m
gribiche;ADJ;f
gribiche;NOM;f
gribouilla;VER;
gribouillage;NOM;m
gribouillages;NOM;m
gribouillais;VER;
gribouillait;VER;
gribouillant;VER;
gribouille;NOM;m
gribouille;VER;
gribouillent;VER;
gribouiller;VER;
gribouilles;VER;
gribouilleur;NOM;m
gribouillez;VER;
gribouillis;NOM;m
gribouillé;VER;m
gribouillée;VER;f
gribouillées;VER;f
gribouillés;VER;m
grief;NOM;m
griefs;NOM;m
griffa;VER;
griffage;NOM;m
griffai;VER;
griffaient;VER;
griffais;VER;
griffait;VER;
griffant;VER;
griffe;NOM;f
griffe;VER;
griffent;VER;
griffer;VER;
griffera;VER;
grifferait;VER;
griffes;NOM;f
griffes;VER;
griffeur;NOM;m
griffon;NOM;m
griffonna;VER;
griffonnage;NOM;m
griffonnages;NOM;m
griffonnai;VER;
griffonnaient;VER;
griffonnais;VER;
griffonnait;VER;
griffonnant;VER;
griffonne;VER;
griffonnent;VER;
griffonner;VER;
griffonnes;VER;
griffonneur;NOM;m
griffonnez;VER;
griffonné;VER;m
griffonnée;VER;f
griffonnées;VER;f
griffonnés;VER;m
griffons;VER;
griffons;NOM;m
grifftons;NOM;m
griffu;ADJ;m
griffue;ADJ;f
griffues;ADJ;f
griffure;NOM;f
griffures;NOM;f
griffus;ADJ;m
griffé;VER;m
griffé;ADJ;m
griffée;VER;f
griffée;ADJ;f
griffées;VER;f
griffées;ADJ;f
griffés;VER;m
griffés;ADJ;m
grifton;NOM;m
grignota;VER;
grignotage;NOM;m
grignotages;NOM;m
grignotaient;VER;
grignotais;VER;
grignotait;VER;
grignotant;VER;
grignote;VER;
grignotement;NOM;m
grignotent;VER;
grignoter;VER;
grignotera;VER;
grignoterai;VER;
grignoteraient;VER;
grignoterons;VER;
grignoteront;VER;
grignoteurs;NOM;m
grignoteuses;ADJ;f
grignotions;VER;
grignotis;NOM;m
grignotons;VER;
grignotèrent;VER;
grignoté;VER;m
grignotée;VER;f
grignotées;VER;f
grignotés;VER;m
grigou;NOM;m
grigri;NOM;m
grigris;NOM;m
gril;NOM;m
grill;NOM;m
grill-room;NOM;m
grilla;VER;
grillade;NOM;f
grilladerie;NOM;f
grillades;NOM;f
grillage;NOM;m
grillageront;VER;
grillages;NOM;m
grillagez;VER;
grillagé;VER;m
grillagé;ADJ;m
grillagée;VER;f
grillagée;ADJ;f
grillagées;VER;f
grillagées;ADJ;f
grillagés;VER;m
grillagés;ADJ;m
grillaient;VER;
grillais;VER;
grillait;VER;
grillant;VER;
grille;NOM;f
grille;VER;
grille-pain;NOM;m
grillent;VER;
griller;VER;
grillera;VER;
grillerai;VER;
grilleraient;VER;
grillerais;VER;
grillerait;VER;
grilleras;VER;
grillerez;VER;
grillerions;VER;
grilleront;VER;
grilles;NOM;f
grilles;VER;
grillez;VER;
grilliez;VER;
grilloirs;NOM;m
grillon;NOM;m
grillons;VER;
grillons;NOM;m
grillots;NOM;m
grillé;VER;m
grillé;ADJ;m
grillée;VER;f
grillée;ADJ;f
grillées;VER;f
grillées;ADJ;f
grillés;VER;m
grillés;ADJ;m
grils;NOM;m
grima;VER;
grimace;NOM;f
grimace;VER;
grimace-éclair;NOM;f
grimacement;NOM;m
grimacent;VER;
grimacer;VER;
grimaceries;NOM;f
grimaces;NOM;f
grimaces;VER;
grimacez;VER;
grimacier;ADJ;m
grimacier;NOM;m
grimaciers;ADJ;m
grimaciers;NOM;m
grimaciez;VER;
grimacions;VER;
grimacèrent;VER;
grimacé;VER;m
grimage;NOM;m
grimait;VER;
grimant;VER;
grimasse;VER;
grimauds;NOM;m
grimaça;VER;
grimaçai;VER;
grimaçaient;VER;
grimaçais;VER;
grimaçait;VER;
grimaçant;VER;
grimaçant;ADJ;m
grimaçante;ADJ;f
grimaçantes;ADJ;f
grimaçants;ADJ;m
grimaçons;VER;
griment;VER;
grimer;VER;
grimes;NOM;m
grimes;VER;
grimoire;NOM;m
grimoires;NOM;m
grimpa;VER;
grimpai;VER;
grimpaient;VER;
grimpais;VER;
grimpait;VER;
grimpant;ADJ;m
grimpant;NOM;m
grimpant;VER;
grimpante;ADJ;f
grimpantes;ADJ;f
grimpants;ADJ;m
grimpants;NOM;m
grimpe;NOM;f
grimpe;VER;
grimpent;VER;
grimper;NOM;m
grimper;VER;
grimpera;VER;
grimperai;VER;
grimperaient;VER;
grimperais;VER;
grimperait;VER;
grimperez;VER;
grimperons;VER;
grimperont;VER;
grimpette;NOM;f
grimpettes;NOM;f
grimpeur;ADJ;m
grimpeur;NOM;m
grimpeurs;NOM;m
grimpeuse;NOM;f
grimpez;VER;
grimpiez;VER;
grimpions;VER;
grimpons;VER;
grimpâmes;VER;
grimpât;VER;
grimpèrent;VER;
grimpé;VER;m
grimpée;VER;f
grimpée;NOM;f
grimpées;VER;f
grimpés;VER;m
grimé;VER;m
grimée;VER;f
grimées;VER;f
grimés;VER;m
grince;VER;
grincement;NOM;m
grincements;NOM;m
grincent;VER;
grincer;VER;
grincerait;VER;
grinces;VER;
grincez;VER;
grinche;ADJ;
grinche;VER;
grincheuse;ADJ;f
grincheuse;NOM;f
grincheuses;ADJ;f
grincheuses;NOM;f
grincheux;ADJ;m
grincheux;NOM;m
grinchir;VER;
grincèrent;VER;
grincé;VER;m
gringalet;ADJ;m
gringalet;NOM;m
gringalets;ADJ;m
gringalets;NOM;m
gringo;NOM;m
gringos;NOM;m
gringue;NOM;m
gringuer;VER;
grinça;VER;
grinçaient;VER;
grinçais;VER;
grinçait;VER;
grinçant;VER;
grinçant;ADJ;m
grinçante;ADJ;f
grinçantes;ADJ;f
grinçants;ADJ;m
grinçât;VER;
griot;NOM;m
griots;NOM;m
griotte;NOM;f
griottes;NOM;f
grip;NOM;m
grippa;VER;
grippaient;VER;
grippal;ADJ;m
grippant;VER;
grippaux;ADJ;m
grippe;NOM;f
grippe;VER;
grippe-sou;ADJ;
grippe-sou;NOM;m
grippe-sous;ADJ;f
grippe-sous;NOM;m
grippements;NOM;m
gripper;VER;
gripperait;VER;
grippes;NOM;f
grippé;VER;m
grippé;ADJ;m
grippé;NOM;m
grippée;VER;f
grippée;ADJ;f
grippée;NOM;f
grippés;VER;m
grippés;ADJ;m
gris;ADJ;m
gris;NOM;m
gris-blanc;ADJ;m
gris-bleu;ADJ;m
gris-bleu;NOM;m
gris-gris;NOM;m
gris-jaune;ADJ;m
gris-perle;ADJ;m
gris-rose;ADJ;
gris-vert;ADJ;m
grisa;VER;
grisai;VER;
grisaient;VER;
grisaille;NOM;f
grisailles;NOM;f
grisaillèrent;VER;
grisais;VER;
grisait;VER;
grisant;ADJ;m
grisant;VER;
grisante;ADJ;f
grisantes;ADJ;f
grisants;ADJ;m
grisassent;VER;
grisbi;NOM;m
grise;ADJ;f
grise;VER;
grisent;VER;
griser;VER;
grisera;VER;
griserie;NOM;f
griseries;NOM;f
grises;ADJ;f
grises;VER;
grisette;NOM;f
grisettes;NOM;f
grison;NOM;m
grisonnaient;VER;
grisonnait;VER;
grisonnant;ADJ;m
grisonnant;VER;
grisonnante;ADJ;f
grisonnantes;ADJ;f
grisonnants;ADJ;m
grisonne;ADJ;f
grisonne;VER;
grisonnent;VER;
grisonner;VER;
grisonné;VER;m
grisons;ADJ;m
grisotte;NOM;f
grisou;NOM;m
grisâtre;ADJ;
grisâtres;ADJ;
grisé;VER;m
grisé;ADJ;m
grisé;NOM;m
grisée;VER;f
grisée;ADJ;f
grisées;VER;f
grisées;ADJ;f
grisés;VER;m
grisés;ADJ;m
grisés;NOM;m
grive;NOM;f
grivelle;VER;
grivelures;NOM;f
grivelée;ADJ;f
grives;NOM;f
grivet;NOM;m
griveton;NOM;m
grivetons;NOM;m
grivois;ADJ;m
grivois;NOM;m
grivoise;ADJ;f
grivoiserie;NOM;f
grivoiseries;NOM;f
grivoises;ADJ;f
grivèlerie;NOM;f
grizzli;NOM;m
grizzlis;NOM;m
grizzly;NOM;m
grizzlys;NOM;m
grièvement;ADV;
groenlandais;ADJ;m
groenlandais;NOM;m
grog;NOM;m
groggy;ADJ;
grogna;VER;
grognai;VER;
grognaient;VER;
grognais;VER;
grognait;VER;
grognant;ADJ;m
grognant;VER;
grognard;NOM;m
grognards;NOM;m
grognassaient;VER;
grognasse;NOM;f
grognasser;VER;
grognasses;NOM;f
grogne;NOM;f
grogne;VER;
grognement;NOM;m
grognements;NOM;m
grognent;VER;
grogner;VER;
grognera;VER;
grognes;NOM;f
grognes;VER;
grogneurs;ADJ;m
grogneuse;ADJ;f
grognions;VER;
grognon;ADJ;m
grognon;NOM;m
grognonna;VER;
grognonne;ADJ;f
grognonne;VER;
grognonner;VER;
grognons;ADJ;m
grognons;NOM;m
grognèrent;VER;
grogné;VER;m
grognées;VER;f
grogs;NOM;m
groin;NOM;m
groins;NOM;m
grole;NOM;f
groles;NOM;f
grolle;NOM;f
grolles;NOM;f
grommela;VER;
grommelai;VER;
grommelaient;VER;
grommelait;VER;
grommelant;VER;
grommeler;VER;
grommelez;VER;
grommelle;VER;
grommellement;NOM;m
grommellements;NOM;m
grommellent;VER;
grommellerait;VER;
grommelèrent;VER;
grommelé;VER;m
grommelée;VER;f
gronda;VER;
grondai;VER;
grondaient;VER;
grondais;VER;
grondait;VER;
grondant;ADJ;m
grondant;VER;
grondante;ADJ;f
grondants;ADJ;m
gronde;VER;
grondement;NOM;m
grondements;NOM;m
grondent;VER;
gronder;VER;
grondera;VER;
gronderai;VER;
gronderait;VER;
gronderies;NOM;f
grondes;VER;
grondeur;ADJ;m
grondeurs;ADJ;m
grondeuse;ADJ;f
grondeuses;ADJ;f
grondez;VER;
grondin;NOM;m
grondins;NOM;m
grondèrent;VER;
grondé;VER;m
grondée;VER;f
grondés;VER;m
groom;NOM;m
grooms;NOM;m
gros;ADJ;m
gros;ADV;
gros;NOM;m
gros-bec;NOM;m
gros-becs;NOM;m
gros-cul;NOM;m
gros-grain;NOM;m
gros-porteur;NOM;m
groschen;NOM;m
groseille;ADJ;f
groseille;NOM;f
groseilles;NOM;f
groseillier;NOM;m
groseilliers;NOM;m
grosse;ADJ;f
grosse;NOM;f
grosses;ADJ;f
grosses;NOM;f
grossesse;NOM;f
grossesses;NOM;f
grosseur;NOM;f
grosseurs;NOM;f
grossi;ADJ;m
grossi;VER;m
grossie;ADJ;f
grossie;VER;f
grossier;ADJ;m
grossier;NOM;m
grossiers;ADJ;m
grossiers;NOM;m
grossies;VER;f
grossir;VER;
grossira;VER;
grossirent;VER;
grossirez;VER;
grossiront;VER;
grossis;ADJ;m
grossis;VER;m
